Cm,Ch,Bm,Bh,T,sR,sG,sB,L,A,B
0.002,0.0465,0.3337,0.999,0.45,233.476,170.832,172.44,75.73610651207372,23.198101557963202,8.25132765287082
0.002,0.0465,0.6663,0.001,0.05,193.049,131.396,135.12,61.16290518670904,24.258071167140795,7.662471637022228
0.002,0.0465,0.6663,0.001,0.1833,201.687,148.129,156.51,66.63368607750441,21.3826638138504,3.5394354974993103
0.002,0.0465,0.6663,0.001,0.3167,208.167,161.251,169.04,70.78516641166433,18.52334442290432,2.6541334267449423
0.002,0.0465,0.6663,0.001,0.45,213.679,170.012,174.18,73.58629244582366,16.59308449722913,3.9451167606882054
0.002,0.0465,0.6663,0.5,0.05,205.522,132.009,125.43,62.54862115116016,27.500892112970078,15.338003805627176
0.002,0.0465,0.6663,0.5,0.1833,211.384,149.929,149.92,67.94203660382286,23.105994223486913,9.243894726408254
0.002,0.0465,0.6663,0.5,0.3167,217.598,162.234,163.76,71.85007598135581,20.701467907380422,7.231769586517123
0.002,0.0465,0.6663,0.5,0.45,220.688,170.628,171.83,74.36749824551805,18.49166732773,6.449263955426776
0.002,0.0465,0.6663,0.999,0.05,221.583,132.316,120.83,64.50504427942822,33.018434743362356,20.93290399846499
0.002,0.0465,0.6663,0.999,0.1833,225.847,150.83,148.01,69.72452608389798,27.83966811805233,13.056101269407483
0.002,0.0465,0.6663,0.999,0.3167,229.51,163.448,159.68,73.29880723166019,23.949773439184586,11.711497662871562
0.002,0.0465,0.6663,0.999,0.45,232.624,168.806,170.67,75.1325573636191,23.720151019689773,8.344315381999179
0.002,0.0465,0.999,0.001,0.05,192.131,131.017,134.11,60.94334150611783,23.978602620289834,7.907219511652186
0.002,0.0465,0.999,0.001,0.1833,200.332,147.232,156.38,66.27201701526859,21.35094334961707,3.0682410843852814
0.002,0.0465,0.999,0.001,0.3167,208.286,161.543,167.58,70.83013171335452,18.183142606508827,3.5285296509413033
0.002,0.0465,0.999,0.001,0.45,212.764,169.236,173.22,73.2840706721641,16.528372009639746,4.023409596051986
0.002,0.0465,0.999,0.5,0.05,203.775,133.367,124.76,62.637889336126406,26.007726125045593,15.805224466055613
0.002,0.0465,0.999,0.5,0.1833,211.298,148.646,150.16,67.63650348778728,23.80301001733731,8.67512415679359
0.002,0.0465,0.999,0.5,0.3167,215.907,161.258,162.65,71.415397670363,20.43983249212944,7.195230906199623
0.002,0.0465,0.999,0.5,0.45,218.93,171.145,170.6,74.28719340556196,17.379683659240307,6.986489356665082
0.002,0.0465,0.999,0.999,0.05,221.968,132.433,119.35,64.55044305939771,32.9548884508945,21.834253162034734
